26634	@USER @USER Doesn't mean you are just fighting for the money. He loves to fight and wants to make the most money he can while doing it.	NOT	NULL	NULL
51146	#Leftists and #Commies in the #USA are going to get a little bit riled up me thinks?!  😆  #MAGA #MBGA #MCGA #Socialists #Lefties #Conservatives #Patriots #MEGA #Trump #Democrats #Republicans URL	OFF	TIN	GRP
95756	Rod Rosenstein – Agent of the Deep State Coup - Flopping Aces - URL … URL #DeepState #DeepStateCorruption #draintheswamp @USER #kag TW347	NOT	NULL	NULL
14141	@USER Ivanka speaking about empowering women is embarrassing. She was given everything on a silver platter by her father and is one of the least empowered women in America. She is fully dependent on her father. She preferred cheap labor and disempowered women to make her products.	NOT	NULL	NULL
85652	#fakenews #lyingnews @USER Liberals are losing their optimism. Soon they'll have to give up their welfare checks and food stamps and get a job. Conservatives are enjoying an optimism we haven't had in 30 years. URL	NOT	NULL	NULL
20087	@USER Pro rate them just as you are the beginning positions.	NOT	NULL	NULL
64582	@USER @USER GUN CONTROL SEEMS TO WORK IN AUSTRALIA AINT HAVE A MASS SHOOTING SINCE. AND POLICE BRUTALITY HAPPENS LITERALLY EVERY WEEK THERES A NEW VIDEO  SURFACING. URL	NOT	NULL	NULL
41659	@USER @USER People died in Puerto Rico because of their government’s corruption !!!!	OFF	TIN	GRP
45380	@USER @USER lots of things you don’t know. 🤡	NOT	NULL	NULL
88626	@USER @USER @USER @USER No reasoning with someone who can’t even grasp that common sense gun control does not equal a ban on guns.  (I’m a liberal gun owner.)	NOT	NULL	NULL
36253	@USER The game sucks	OFF	TIN	OTH
74411	@USER EAT MY ASS OH MY GOD YOU BETTER BE LYING	OFF	TIN	IND
40536	@USER @USER @USER Every day her IQ gets lower and lower more wanna be nazi Barbie is going to be a pile of maga goo on the bottom of the set soon enough .	OFF	TIN	IND
80505	@USER @USER @USER Now what are you ?? A Liberal ?? Intellectual ?? You are nothing but a Bigot. Shamelessness at its peak.	OFF	TIN	IND
86597	@USER Lol he is funny	NOT	NULL	NULL
65966	@USER @USER My President I elected loves American citizens. You liberals have shown your true colors. You are ant- American with horrible morals and lawless behavior. You cant relitigate the 2016 election. He will be re elected too. Get used to it!	NOT	NULL	NULL
21186	@USER @USER Yes. Of course. He is a perfect fit for the @USER . He is who they are.	NOT	NULL	NULL
12049	@USER So after taking with Kavanaugh he is able to diagnose His accuser	NOT	NULL	NULL
28360	"@USER Ford knew the moment she came forward anonymously"" that her name would get out. This was an effort to stall the #kavanaugh nomination. 35 yo Accusations that knowingly can't be proven. Throw mud at the last minute. This is what the #Resistance looks like."""	NOT	NULL	NULL
28584	@USER you know Dan I used to think you were a pretty competent newsman now I can clearly see you are nothing more then a paid whore who sells himself and his once stellar reputation. Trying to be relevant again ? URL	NOT	NULL	NULL
24070	@USER He is and was and is to come.	NOT	NULL	NULL
51010	@USER @USER @USER @USER @USER I won't say there haven't been any but compared to antifa protests its not even comparable.	NOT	NULL	NULL
45161	@USER Technique is Key🙌🏻	NOT	NULL	NULL
35185	@USER all these  accusations  were to just write a book . There was never an affair  If it were true why would we trust u  . You took the money  and still told about it.  Why do people call you by your prostitute name  . Maga 45 .	NOT	NULL	NULL
31597	"@USER Did she also say when they do to walk away""?"""	NOT	NULL	NULL
12130	@USER How does he know Canada wants him? They seem to have enough problems with liberals right now.	NOT	NULL	NULL
95277	@USER @USER How does this work ? Seems to me he is on the same path as Washington with a deficit -the biggest deficit ever	NOT	NULL	NULL
29926	@USER @USER @USER Feel free to start with Antifa. 😉	NOT	NULL	NULL
66995	@USER You are being unkind to the pin!!!	OFF	TIN	OTH
72309	@USER @USER @USER @USER @USER @USER @USER @USER Come out and disavow WS and the 👌 sign or else you are linked to Charlottesville and Trump. And don’t say antifa is bad too...	NOT	NULL	NULL
18365	@USER Most men are decent and respectful so how is it that the so-called conservatives have such a knack for finding and elevating sexual predators?	OFF	UNT	NULL
41074	@USER @USER You are on the wrong side of gun control but then you already knew that.	NOT	NULL	NULL
96580	@USER @USER This is how libs circle the wagons and protect each other.	NOT	NULL	NULL
20144	@USER Lolol God he is such an a**hole.	OFF	TIN	IND
30565	@USER @USER Yes. And you wouldn't accept that you're better. Because that's just how nice you are.	NOT	NULL	NULL
86444	@USER @USER Oh nooooos!!!   I hope you are safe during this storm!!	NOT	NULL	NULL
63492	@USER @USER I have a better idea                      Mr Guterriz or whatever his name is should resign &amp; go THE HELL back to wherever the hell his people came from for the sake of this country!!!!!!	OFF	TIN	IND
58327	@USER  State Sponsored Kids Protesting the 2nd Amendment?  Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control  URL  '	NOT	NULL	NULL
96101	@USER My heart and prayers go out to The parents and staff of the Blossomwood Elementary School Shooting in Huntsville. Several Injuries have been reported but we have to get a grip on gun control. This is a problem	NOT	NULL	NULL
16502	#MOGG: #JacobReesMogg calls for @USER to #ChuckChequers now.   'Chequers pleases nobody other than the #PrimeMinister herself.'  URL #BBC #SKY #LBC @USER @USER @USER @USER @USER @USER @USER @USER #Tory #Tories	OFF	TIN	IND
34766	@USER @USER @USER @USER And there's #Brexit 👇🏻 URL	NOT	NULL	NULL
80138	@USER Did they think it was going to get better	NOT	NULL	NULL
52694	@USER Alright imma need an explanation there	NOT	NULL	NULL
60620	"@USER @USER @USER @USER Oh, it's not like when I'm talking about say Antifa violence no one ever says to me but what about Charlottesville?"" even though I'm talking about Antifa and not Neo-Nazis."""	NOT	NULL	NULL
57675	@USER @USER Every identity deals with their rep differently. But to say that Conservatives aren't ostracized on Canadian campuses for their views is pretty dumb. Have you never seen a Conservative booth at a uni society expo? Let alone even try to organize something as a conservative?	NOT	NULL	NULL
87449	@USER Finally. God bless them. We need more of this advocacy	NOT	NULL	NULL
95552	@USER girl! which foundation?!?!	NOT	NULL	NULL
46561	@USER @USER I guess he needs to learn gun control.	NOT	NULL	NULL
52245	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awh thanks babe. I’m just really upset that depression is taking over everyone I know and love. And people I admire. RIP Mac miller 💔 I don’t want anyone to ever think that they are alone in their fight!	NOT	NULL	NULL
78748	@USER Dufus of the year would be more like it...!!!	NOT	NULL	NULL
64238	@USER Hooray!!	NOT	NULL	NULL
72205	"@USER @USER @USER @USER Please source the video where these antifa"" where violent towards you. let's see your sources."""	NOT	NULL	NULL
25270	#RedWave a coming!! That's ok tho. No conservative will harm you b/c of your political ideals.  Cant say the same for liberals tho. Liberals can be vile and nasty to opposing views. URL	OFF	TIN	GRP
88569	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I got u all #MAGA #clearflynnNow	NOT	NULL	NULL
33813	@USER He's going up the creek with Obama and Clinton.	NOT	NULL	NULL
91468	@USER As it gets closer to November the left is in full on panic mode their talking points will forever be 25th Amendment. Ok idiots let’s see you try it.	OFF	TIN	GRP
64417	The beauty of #TheView is that no one pretends not to be a leftist.  @USER #maga	OFF	TIN	IND
47727	@USER @USER Owl’s kid will be the commander of Antifa one day. He/She won’t have time for college because they will be too busy fighting Nazis on camera	NOT	NULL	NULL
51162	@USER Can’t rehabilitate a pervert zero tolerance So disappointed in this pope	OFF	TIN	IND
97825	@USER your dog — she is sooo unique and adorable 😘💕	NOT	NULL	NULL
74590	@USER Babble!!!	NOT	NULL	NULL
59665	@USER @USER I know exactly how it works. They steal money through regulations and taxes and the people can't do a thing about it because the government has the monopoly on violence. Why do you think democrats desperately need gun control? They want even more power over the people.	OFF	TIN	GRP
22890	@USER @USER We don't watch any NFL games. This guy can shove it in his pie hole.	OFF	TIN	IND
32374	@USER They're all Democrats right?   They're not hiding it anymore! #FakeJournalists  #FakeNews  #NoHonor #MAGA	OFF	TIN	IND
30862	Lethargic voters get what they deserve! Aggressive voters MAGA URL	OFF	TIN	GRP
82753	@USER Aww Bradley you are so cute	NOT	NULL	NULL
77796	@USER soulmate/ life partner 💛 yes ma’am she is!!	NOT	NULL	NULL
38104	@USER Haha we set then 😂	NOT	NULL	NULL
79182	@USER YOU ARE SO CORRECT JIN IS A WHOLE CRACKHEAD	NOT	NULL	NULL
69152	@USER You 2🙈🙉 should do research re gun control Psy Ops aka School🔫s. @USER	NOT	NULL	NULL
72865	@USER @USER I hope he is out for the season!	NOT	NULL	NULL
75631	@USER @USER Agreed!  What is wrong with Senator Collins to suggest this as tho the victim is on trial - She is not!	NOT	NULL	NULL
78114	@USER 6.5 Billion Human Beings are spare to capacity according to the One World Government End Game Agenda ~ that 6.5 Billion includes 1.5 BILLION Muslims ~ #MAGA ought'a keep that in both heart &amp; mind ~ #ReligiousFreedom #Republic #FreedomAndJusticeForALL ~	NOT	NULL	NULL
39546	@USER Horse Shhh! Here’s how she is viewed! URL	NOT	NULL	NULL
25701	@USER I have a friend who has been saying that for the past few years. You are setting yourself up for disappointment	NOT	NULL	NULL
88264	@USER Tell us how you really feel about #America Bill Maher 🙄 #MAGA #VoteRed	NOT	NULL	NULL
12496	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's like me &amp; flying i have never been in any airplane unless Donnie takes me his plane &amp; holds my hand the whole time or i sit right next to him knowing me i would have sit on his lap &amp; hold on to him i'm afraid to fly	NOT	NULL	NULL
97861	Thank you President Trump and Than You God for hearing our prayers. #MAGA URL	NOT	NULL	NULL
21021	@USER @USER He is what he is by now.	NOT	NULL	NULL
81082	@USER @USER @USER fails to realize he is the party of @USER and Antifa. A complete lack of self awareness. These people are dangerous. #EnemyOfThePeople	OFF	TIN	GRP
91393	@USER @USER why don't ask Antifa how safe people feel ?	NOT	NULL	NULL
11712	@USER @USER @USER @USER @USER It was more of an allusion to the must-keep-growing economy and the dependence on bullshit jobs to pay back unnecessary debt to create growth to prevent that whole thing falling over.  I vote according to the circumstances at the time of the election.	NOT	NULL	NULL
19595	@USER Excuse you. She is the best. She just wants to hang.	NOT	NULL	NULL
76327	@USER Democrats will let animals like this out all over the country if they get power back.	OFF	TIN	GRP
96024	7: @USER @USER piece explaining the allegations of conservative bias and why conservatives are calling for regulation URL	NOT	NULL	NULL
86899	@USER He is spending your contributions. Vote Ted Cruz!!!!	NOT	NULL	NULL
45543	@USER ugh love you gamecocks stay safe and come home to us soon ❤️	NOT	NULL	NULL
21905	@USER @USER The one where democrats have controlled major cities for so long they’ve bankrupted them and left the minority’s and others in such desperation that crime is their only alternative to life. Instead of hand outs maybe they should teach a better way.	OFF	TIN	OTH
80805	@USER Aim higher!	NOT	NULL	NULL
21143	@USER @USER embarrassing!	NOT	NULL	NULL
55448	@USER @USER @USER @USER Gun control doesn’t correlate with safety. It’s these facts you should take some time to ponder. URL	NOT	NULL	NULL
22263	@USER Trump doesn't want to have the FBI investigate Dr. Ford's claim b/c Ivana Trump  reported that Trump raped her.  A culture of dirty old sexual perverted men in the GOP and Neo Liberals doing the same thing to Dr. Ford as they did to Anita Hill. White men have no respect for women	OFF	TIN	GRP
58973	@USER Keep telling it like it is!  #MAGA	NOT	NULL	NULL
36385	@USER Maybe the gangs will in Chicago will show up and discuss you philosophy on guns and gun control or sensible gun legislative measures. Since you are from Chicago and Chicago is the home of gun violence in the US.	NOT	NULL	NULL
25505	@USER What a freaking ass.	OFF	UNT	NULL
81640	@USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL	OFF	TIN	GRP
81234	"@USER It was Billy Clinton's Welfare Reform"" that caused this. To be clear Billy Clinton is Republican Lite, like Hillary is. The Clinton's campaign on Progressivism, but govern as conservatives."""	NOT	NULL	NULL
75253	@USER when is enough enough? This is abhorrent and inexcusable. Your fearless leader seems to have forgotten that he is a public servant. URL	OFF	TIN	IND
51224	@USER I'm in Mn. I wish they would. He also supports antifa and is connected to the Muslim brotherhood. I don't want him to have any power here.	NOT	NULL	NULL
18734	@USER Today history is just repeating itself. Liberals have got away with these disgusting tricks for too long! They need to be stopped as this is deeply damaging our country. Democrats should be more concerned about our country than power and money. (I know that will NEVER happen)	NOT	NULL	NULL
93553	@USER You are. But you are also sick and that alerts my doctor side.	NOT	NULL	NULL
85697	@USER Reason number 865 why conservatives don’t do comedy.	NOT	NULL	NULL
54454	@USER oh no you guys dont censor the right at all...fucking hypocrites URL	OFF	TIN	GRP
94902	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Killing the number is finishing your time... No parole... You are done	NOT	NULL	NULL
65506	@USER What if the rape never happened and she is lying? Why is her word gospel? Many women are gold diggers avengers and liars.	OFF	TIN	GRP
33861	@USER I like that after dating for 8 months you finally understand it when I cringe at the word cock lol	OFF	UNT	NULL
88055	11/COPY:  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL	NOT	NULL	NULL
88884	@USER @USER @USER @USER @USER Antifa isn't democrat. BLM is mostly peaceful	NOT	NULL	NULL
43851	@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole. When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!	OFF	TIN	IND
78274	@USER Doesn't surprise me. Texans hate Liberals w/ Soros backing.	OFF	TIN	GRP
52917	&gt;Tfw She is a lesbian	OFF	TIN	IND
90303	@USER Gun control nuts are not allowed to be protected by the very thing  they supposedly despise. She can use a knife. #DisarmHarrisNow	OFF	TIN	IND
29573	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots 🇺🇸 #MAGA 🇺🇸 Thank you in advance for your follow back. 🇺🇸#MAGA 🇺🇸 #VoteRED	NOT	NULL	NULL
29042	@USER And what can he suggest to remove himself?	NOT	NULL	NULL
17763	@USER @USER You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them.	OFF	TIN	OTH
44577	@USER Zimmerman belongs in prison for killing Travon Martin.  Florida needs to change its gun control laws.	OFF	TIN	IND
85211	@USER @USER I was at the laundromat just reading his comments last night 😂 he was basically saying porch monkey was a term used years ago and “liberals” made it into a racist thing and it all just snowballed from there lol	NOT	NULL	NULL
85715	"@USER Liberals sure love to spend other people's money !!!!!!  Hope and change""  really works well for the Obamas who are multi millionaires.  Their fortunes have really changed for the better !!!!!!  If liberals have any brain cells left, they'd vote for President Trump !"""	OFF	TIN	GRP
16298	@USER @USER These are sick ass people URL	OFF	TIN	GRP
27890	@USER @USER I’m sure the air that he is breathing is also bad.	OFF	TIN	IND
89741	@USER @USER  Juan Williams just called Diamond and Silk a  Minstrel Show. You know what to do!	NOT	NULL	NULL
79617	@USER Where can we see where you stand on the issues? Border wall? Gun control? Abortion?  If you will support president Trump and his agenda?	NOT	NULL	NULL
59925	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER In EXACTLY THE way 🐦 DEFENDS PEDOPHELIA... POLITICIZED SCIENCE... ANTIFA RIOTS...  because they FURTHER the cause... One MAN/ENTITY...totally in charge of the whole world  Superstitious?	NOT	NULL	NULL
78055	@USER @USER @USER Exactly. I haven’t watched in two years and I refuse to. As a former @USER fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is.	OFF	TIN	IND
52312	@USER @USER @USER @USER @USER @USER That’s the most nonsense I’ve seen in one tweet ever!!	NOT	NULL	NULL
30006	@USER What will German’s will give us? Gun control ?	OFF	UNT	NULL
37835	"@USER @USER @USER @USER Kate, gun safety"" is just a code word for gun control. There isn't anything ""safe"" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸"""	OFF	TIN	GRP
43764	@USER @USER @USER @USER @USER You are under a delusion if you think calling HRC backers idiots is attacking the messenger. They are not the MESSENGERS they are the ones that signed for and took delivery of the message. But that was packaged and sent by the DNC.	OFF	TIN	IND
73092	"@USER @USER @USER Reputation? REPUTATION? She schitt her reputation away by being an ANTIFA activist! Just like good old V.I.Lenin said - a scoundrel may be useful BECAUSE they are a scoundrel""!"""	OFF	TIN	IND
37035	@USER Hi Guy Fieri i like cool person you are down to earth i love your shows i love your red car i love classic cars.	NOT	NULL	NULL
83765	"@USER @USER @USER @USER No... He's anti antifa"" that means he dosn't like domestic terrorists.  You probably watch CNN. you should stop for a will to let the mind control wear off."""	NOT	NULL	NULL
86499	@USER watch me catching a plane to hungary only to beat your ass	OFF	TIN	IND
92620	@USER That's the biggest worry never seen such attacks on the Press i will say it until i am blue in the face if we lose the Freedom of the Press we all lose if you repeat a lie long enough people will believe it keep on doing what you are doing don't let them win	NOT	NULL	NULL
41278	@USER @USER @USER No just imagining if we found a picture of Bret holding a woman like this. Liberals will go insane	OFF	TIN	GRP
93765	@USER They know this is not admissible so they are attempting to contaminate the jury. They are working overtime to ensure she is found not guilty...	NOT	NULL	NULL
90853	@USER @USER Ciara has stopped me from doing so much dumb ass shit god bless that woman	OFF	UNT	NULL
41206	@USER @USER Shit come on unc!	NOT	NULL	NULL
82873	@USER @USER @USER @USER @USER  Aaron finding the sending if a locomotive funny. He is aware it symbolises the trains jews were sent to their deaths on.	OFF	TIN	GRP
34690	@USER You voted to trigger Article 50. You are complicit.	OFF	TIN	IND
62473	@USER @USER #MAGA #KAG #TRUMP2020 #TRUMP=HERO #TRUMP=LEADER #WELUVTRUMP 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸 URL	NOT	NULL	NULL
26379	Are all the republiKlan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning #Ernie &amp; #Bert dolls? #ernieandbert #SesameStreet #Toad #MarioKart #TraitorTrump #traitortoad	OFF	TIN	IND
67206	@USER @USER I can tell you are lying because her lips are moving. To think I voted for you and your lies. What a mug. The conservatives will never receive my vote again.	NOT	NULL	NULL
16628	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don’t forget Antifa &amp; Southern Poverty Smear Center.	NOT	NULL	NULL
69013	@USER @USER @USER Liberals complain of not having time to evaluate records but they sit on an anonymous letter for weeks and wait like a criminal to assassinate the character of a good man at the end.Despicable. @USER @USER  @USER  @USER  @USER	OFF	TIN	GRP
49837	@USER @USER Jesus Christ. Liberals start young with their brainwashing	OFF	TIN	GRP
23227	@USER Don’t watch moron movies	OFF	TIN	IND
82560	@USER Funny how he believes ANTIFA is a thing but calls himself Reality Checks. 🙄	NOT	NULL	NULL
40923	@USER Liberals always find a new low to achieve	NOT	NULL	NULL
94073	@USER Vote for Ted Cruz! #MAGA #BuildThatWall	NOT	NULL	NULL
83105	This y’all king? #maga URL	NOT	NULL	NULL
45691	@USER Another has been trying to get back in the spotlight Paul McCartney go back to England shut up	OFF	TIN	IND
41289	@USER Creepy Joe with roaming hands for little girls is one of the most noncreditable  demonRATs I have ever seen. He &amp; Jill won't talk about all the disgusting pervert actions of his just their hate and disapproval for conservatives and Trump. Like Hillary just shut up and go away.	OFF	TIN	IND
36243	@USER Go with meeeeeeee	NOT	NULL	NULL
94435	@USER You know that the conservatives are worried when they try to show some heart.	NOT	NULL	NULL
25227	@USER Good lord this woman is a dipshit !	OFF	TIN	IND
21560	@USER Pants drooping below the ass...	OFF	UNT	NULL
99708	@USER Glad I basically never watch the NFL.	NOT	NULL	NULL
49028	@USER @USER @USER Ha ha yes fuck yes 😂😈❤️	OFF	TIN	IND
15545	@USER @USER Republicans will never admit there is a #deepstate because they are part of the #deepstate! Who really runs DC? Federal Employees &amp; Appointees most of which are Liberals/Leftists. Politicians come &amp; go...they are there for LIFE! URL #MAGA #rnc #gop #foxnews	NOT	NULL	NULL
44426	@USER Chinese spy for 20 years drove Fenstine where China wants it- reason why Feinstein realeased name of Dem activist in academia in fingering #KavanaughConfirmationHearing #NEWS #Jobs #Job #marketing #music #art #fashion #ShopMyCloset #florence #ProjectManagement #Crypto #MAGA	NOT	NULL	NULL
22376	@USER He is very perceptive Sweetie!	NOT	NULL	NULL
55735	@USER What would you trade for Jimmy Mcbuckets? We know he is a big Westbrook fan	NOT	NULL	NULL
49887	@USER @USER @USER @USER Red roses swarm.   Conservatives pounce.   We need our own verb.	OFF	TIN	IND
20945	@USER @USER Problem is your Senator Marco Rubio is on the NRA payroll. He’s taken over 3 million dollars from NRA and isn’t going to do anything about sensible gun control	NOT	NULL	NULL
60373	@USER @USER @USER @USER @USER @USER @USER Far-right attacks and plots FAR outnumber antifa counterprotests and attacks. This is documented.	NOT	NULL	NULL
14612	👀 PATRIOTS &amp; ANONS 👀  💥old SOROS is shopping again!💥  #MAGA #ConfirmKavanaugh #DeepState @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL	NOT	NULL	NULL
46548	.@USER it’s not clear which @USER and @USER MPs put party ahead of conscience #LDConfBrexit URL	NOT	NULL	NULL
86436	.... He is so stunning URL	NOT	NULL	NULL
54881	@USER @USER OLIVIA YOU ARE KILLING IT	NOT	NULL	NULL
42370	@USER I protected her identity for privacy reasons	NOT	NULL	NULL
23876	@USER Put your gun control policy on your website.	NOT	NULL	NULL
78809	@USER She is off making weird gestures between the two of them. “We. We should be friends then unless it’s weird to be friends with your employees.”	NOT	NULL	NULL
82852	@USER The monuments that will be torn down in the next 10 years?  Much to the consternation of we conservatives	OFF	TIN	OTH
16886	@USER @USER y’all bitches psycho	OFF	TIN	GRP
24224	@USER ..aand there's your answer.. URL	NOT	NULL	NULL
48855	@USER @USER @USER Don't listen to him. He is a disgrace &amp; just trying to score points with the MSM. Juan Williams has been very disappointing to listen to because I have liked his opinion on things.	NOT	NULL	NULL
98513	@USER congratulations for surpassing 10 million subs on youtube Bhuvan sir you are first indian to cross 10 million subs	NOT	NULL	NULL
91612	@USER lol fuck you	OFF	TIN	IND
22473	@USER He is most impressive at corruption and lies.	OFF	TIN	IND
71941	@USER and he took away the constitution from us.  congress refuses to restore it to us why is that?  Article 4 sec 4 was taken away..  and because of that there are NO gun control laws anymore. OBAMA is a STUPID MAN	OFF	TIN	IND
81211	@USER @USER @USER Bring it! I look fwd to the must-see TV drama where one of the most knowledgeable legal minds in the country (and SCOTUS nominee) will cross examine a lady re: events from 35 yrs ago that has already shown that she can't remember location/time/people involved. #MAGA	NOT	NULL	NULL
49232	@USER You are supposed to heed all warnings. We were there in July ~ 🤨🇺🇸	NOT	NULL	NULL
66728	@USER @USER Far left Antifa just a bunch of bullies who get brave when in a mob confronting a few  seems everyone is a nazi if they have a different opinion	OFF	TIN	GRP
14646	@USER He’s always at the Corey of the non-issue.	NOT	NULL	NULL
13052	@USER Fat ass.... heart attack city..... keep eating fat ass....	OFF	TIN	IND
90426	@USER @USER She is the daughter of her parents.  All illogical hypocrites.	OFF	TIN	IND
10553	@USER @USER It's amazing how people see things so different!	NOT	NULL	NULL
89551	@USER She is so cute ♡	NOT	NULL	NULL
72159	@USER She is 😘	NOT	NULL	NULL
98962	@USER Congrats Naomi! U deserved to win. U showed true sportsmanship during Serena’s meltdown. I would like to apologize for her behavior. What an embarrassment for the US. She should have been ejected for arguing with the side chair. She thinks she is superior but she’s not.	OFF	TIN	IND
85383	@USER @USER Let's use the TREASON laws to remove Holder from the planet...	OFF	TIN	IND
19119	@USER I will beat your ass.	OFF	TIN	IND
60876	@USER Because Obama has zero accomplishments. He is the worst President r leader of any country hands down. It shows the liberal lunacy when they worship a total loser. They don't know what they want..no party goals. nothing except complain about TRUMPS accomplishments. Fu*k liberals.	OFF	TIN	GRP
99724	@USER God did not appoint trump. The devil appointed him and I will make sure I do my part to make sure he doesn't get reelected by voting.   He is no pious man and definitely not even spiritual.  He's the scum of this earth.	OFF	TIN	IND
24532	Anything will Help.  Thank you #Patriots #Maga and if you dont hear from me thanking any who help and share its bc im about to loose signal out here in the rain and batt will die so I gotta get to a place to plug in. Thanks again folks and God Bless URL	OFF	TIN	IND
14203	@USER Yea. He is not a fan. He will run the score up if he can	NOT	NULL	NULL
71883	#brandmatters @USER teams up with #guncontrol group: ‘We simply cannot stand by silently’ URL	NOT	NULL	NULL
47976	@USER @USER @USER How did we get from antifa violence to charts on gun deaths and Trump? You keep moving the goal posts. From defending antifa violence by posting  60 year old kkk statistics and claiming that there is a threat to Democrat rallies like the violence  Republicans experience?	NOT	NULL	NULL
84109	@USER Bet ya Ryan can’t wait...	NOT	NULL	NULL
10867	@USER @USER I thought you said the NYT was “failing” and “fake news”. So this can’t be true; it’s made up!	OFF	TIN	IND
17118	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think you are being abnormal	OFF	UNT	NULL
10396	@USER By screaming and attacking the judge? Sure.	NOT	NULL	NULL
13983	@USER You are awesome	NOT	NULL	NULL
17796	@USER @USER @USER And they did. PR is a shit hole run by corrupt Liberals. It was DESTROYED and it will take years and years and years to rebuild.	OFF	TIN	IND
61001	@USER He apologized. Blood in the water. Big mistake.	NOT	NULL	NULL
66978	@USER @USER People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control	NOT	NULL	NULL
96476	"@USER Report @USER to @USER Be sure to check his Lists"" to see if your name is on it. He's compiled a Target List for Antifa....accompanied by a Subscriber list. ....targeting Trump supporters for Antifa."""	NOT	NULL	NULL
51509	@USER Your husband is a despicable person.  He is a narcissist who cares about no one - including you- but himself.	OFF	TIN	IND
95766	Look at the date of this tweet - very TELLING for sure @USER @USER @USER @USER @USER @USER @USER @USER @USER #MAGA URL	NOT	NULL	NULL
27450	#Emmy Hosts on Monday Night Take Shots at #Trump and #Conservatives - #MAGA #BoycottHollywood URL	NOT	NULL	NULL
40583	"This is what a 'higher' education buys you for  $300,000 ! That's why they call it Liberal Arts""  #SaveAmericaFromDemocrats  #VoteRedToSaveAmerica  #KAG2018  #MAGA URL"	NOT	NULL	NULL
70493	@USER @USER Mine go drafts too. @USER stop this crap I'm gathering proof your censoring conservatives	OFF	TIN	GRP
16523	@USER @USER Only cares about herself and how she looks doing it	NOT	NULL	NULL
65500	"@USER I've done a thing on immigration, states' rights,  and gun control"" but no one had input. Lol  To be fair, I should do it in a better setup than a Twitter thread though."""	NOT	NULL	NULL
69349	@USER @USER @USER @USER @USER @USER @USER Laura Ingraham who followed the Russian-infiltrated NRA's order to attack Parkland victims (who decided to vociferously advocate gun control) and who at the time was vying for Kellyanne *gag* Conway's position	NOT	NULL	NULL
94600	"@USER @USER @USER Your equation of the Democrats, BLM, and Antifa"" is funny too. It's roughly like equating the American Mathematical Society, mathematics education advocates, and ultrafinitists (and believing that there exists a research group called ""The Ultrafinitists."")"""	NOT	NULL	NULL
10173	@USER @USER Why she is an embarrassment 2 the whole Bravo viewing audience He needs 2 b kicked 2 the curb quickly No man is worth my dignity	NOT	NULL	NULL
43190	@USER I know she is 15 but I still don’t think it’s real	NOT	NULL	NULL
